Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
John Rigby,Australia,AUS,Summer,1960,Roma,Swimming,4x200m freestyle relay,Bronze,Men
Aileen Muriel Riggin (-Soule),United States,USA,Summer,1924,Paris,Swimming,100m backstroke,Bronze,Women
"Samantha Linette ""Sam"" Riley",Australia,AUS,Summer,1992,Barcelona,Swimming,100m breaststroke,Bronze,Women
"Samantha Linette ""Sam"" Riley",Australia,AUS,Summer,1996,Atlanta,Swimming,100m breaststroke,Bronze,Women
"Samantha Linette ""Sam"" Riley",Australia,AUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Silver,Women
"Walter Stephen ""Wally"" Ris",United States,USA,Summer,1948,London,Swimming,100m freestyle,Gold,Men
"Walter Stephen ""Wally"" Ris",United States,USA,Summer,1948,London,Swimming,4x200m freestyle relay,Gold,Men
va Risztov,Hungary,HUN,Summer,2012,London,Swimming,10 kilom open water,Gold,Women
James Roberts,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Bronze,Men
Susan Elizabeth Roberts,South Africa,RSA,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Bronze,Women
Bruce Richard Robertson,Canada,CAN,Summer,1972,Munich,Swimming,100m butterfly,Silver,Men
Bruce Richard Robertson,Canada,CAN,Summer,1972,Munich,Swimming,4x100m medley relay,Bronze,Men
Bruce Richard Robertson,Canada,CAN,Summer,1976,Montreal,Swimming,4x100m medley relay,Silver,Men
"Carl Joseph Robie, III",United States,USA,Summer,1964,Tokyo,Swimming,200m butterfly,Silver,Men
"Carl Joseph Robie, III",United States,USA,Summer,1968,Mexico City,Swimming,200m butterfly,Gold,Men
"Carl Joseph Robie, III",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Men
William Walker Robinson,Great Britain,GBR,Summer,1908,London,Swimming,200m breaststroke,Silver,Men
Peter Drake Rocca,United States,USA,Summer,1976,Montreal,Swimming,100m backstroke,Silver,Men
Peter Drake Rocca,United States,USA,Summer,1976,Montreal,Swimming,200m backstroke,Silver,Men
Peter Drake Rocca,United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Gold,Men
Markus Antonius Rogan,Austria,AUT,Summer,2004,Athina,Swimming,100m backstroke,Silver,Men
Markus Antonius Rogan,Austria,AUT,Summer,2004,Athina,Swimming,200m backstroke,Silver,Men
Eugene Roy Rogers,United States,USA,Summer,1948,London,Swimming,4x200m freestyle relay,Gold,Men
"Gregory Francis ""Greg"" Rogers",Australia,AUS,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Bronze,Men
"Gregory Francis ""Greg"" Rogers",Australia,AUS,Summer,1968,Mexico City,Swimming,4x200m freestyle relay,Silver,Men
"Philip John ""Phil"" Rogers",Australia,AUS,Summer,1992,Barcelona,Swimming,100m breaststroke,Bronze,Men
"Philip John ""Phil"" Rogers",Australia,AUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Bronze,Men
Giaan Leigh Rooney,Australia,AUS,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Silver,Women
Giaan Leigh Rooney,Australia,AUS,Summer,2000,Sydney,Swimming,4x100m medley relay,Silver,Women
Giaan Leigh Rooney,Australia,AUS,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Women
Joan Ann Rosazza,United States,USA,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Silver,Women
Iain Murray Rose,Australia,AUS,Summer,1956,Melbourne,Swimming,400m freestyle,Gold,Men
Iain Murray Rose,Australia,AUS,Summer,1956,Melbourne,Swimming,1500m freestyle,Gold,Men
Iain Murray Rose,Australia,AUS,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Gold,Men
Iain Murray Rose,Australia,AUS,Summer,1960,Roma,Swimming,400m freestyle,Gold,Men
Iain Murray Rose,Australia,AUS,Summer,1960,Roma,Swimming,1500m freestyle,Silver,Men
Iain Murray Rose,Australia,AUS,Summer,1960,Roma,Swimming,4x200m freestyle relay,Bronze,Men
"Margarete ""Grete"" Rosenberg (-Wildhagen)",Germany,GER,Summer,1912,Stockholm,Swimming,4x100m freestyle relay,Silver,Women
Massimiliano Edgar Rosolino,Italy,ITA,Summer,2000,Sydney,Swimming,200m freestyle,Bronze,Men
Massimiliano Edgar Rosolino,Italy,ITA,Summer,2000,Sydney,Swimming,400m freestyle,Silver,Men
Massimiliano Edgar Rosolino,Italy,ITA,Summer,2000,Sydney,Swimming,200m individual medley,Gold,Men
Massimiliano Edgar Rosolino,Italy,ITA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Bronze,Men
Norman DeMille Ross,United States,USA,Summer,1920,Antwerpen,Swimming,400m freestyle,Gold,Men
Norman DeMille Ross,United States,USA,Summer,1920,Antwerpen,Swimming,1500m freestyle,Gold,Men
Norman DeMille Ross,United States,USA,Summer,1920,Antwerpen,Swimming,4x200m freestyle relay,Gold,Men
"Richard William ""Dick"" Roth",United States,USA,Summer,1964,Tokyo,Swimming,400m individual medley,Gold,Men
"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",United States,USA,Summer,1972,Munich,Swimming,200m freestyle,Bronze,Women
"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",United States,USA,Summer,1972,Munich,Swimming,800m freestyle,Gold,Women
"Jeffrey Norman ""Jeff"" Rouse",United States,USA,Summer,1992,Barcelona,Swimming,100m backstroke,Silver,Men
"Jeffrey Norman ""Jeff"" Rouse",United States,USA,Summer,1992,Barcelona,Swimming,4x100m medley relay,Gold,Men
"Jeffrey Norman ""Jeff"" Rouse",United States,USA,Summer,1996,Atlanta,Swimming,100m backstroke,Gold,Men
"Jeffrey Norman ""Jeff"" Rouse",United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
Norbert Rzsa,Hungary,HUN,Summer,1992,Barcelona,Swimming,100m breaststroke,Silver,Men
Norbert Rzsa,Hungary,HUN,Summer,1992,Barcelona,Swimming,200m breaststroke,Silver,Men
Norbert Rzsa,Hungary,HUN,Summer,1996,Atlanta,Swimming,200m breaststroke,Gold,Men
Karl August Ruberl,Austria,AUT,Summer,1900,Paris,Swimming,200m freestyle,Bronze,Men
Karl August Ruberl,Austria,AUT,Summer,1900,Paris,Swimming,200m backstroke,Silver,Men
Taylor Madison Ruck,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Bronze,Women
Taylor Madison Ruck,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Women
"Joseph Aloysius ""Joe"" Ruddy, Sr.",New York Athletic Club #1,USA,Summer,1904,St. Louis,Swimming,4 x 50 yard freestyle relay,Gold,Men
Yelena Grigoryevna Rudkovskaya,Unified Team,EUN,Summer,1992,Barcelona,Swimming,100m breaststroke,Gold,Women
Yelena Grigoryevna Rudkovskaya,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x100m medley relay,Bronze,Women
Davide Rummolo,Italy,ITA,Summer,2000,Sydney,Swimming,200m breaststroke,Bronze,Men
Cathleen Rund (-Gromann),Germany,GER,Summer,1996,Atlanta,Swimming,200m backstroke,Bronze,Women
Cierra Runge,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Women
Thomas Rupprath,Germany,GER,Summer,2000,Sydney,Swimming,4x100m medley relay,Bronze,Men
Thomas Rupprath,Germany,GER,Summer,2004,Athina,Swimming,4x100m medley relay,Silver,Men
Lyubov Petrovna Rusanova,Soviet Union,URS,Summer,1976,Montreal,Swimming,100m breaststroke,Silver,Women
Lyubov Petrovna Rusanova,Soviet Union,URS,Summer,1976,Montreal,Swimming,200m breaststroke,Bronze,Women
Sergey Aleksandrovich Rusin,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Gold,Men
"Douglas Albert ""Doug"" Russell",United States,USA,Summer,1968,Mexico City,Swimming,100m butterfly,Gold,Men
"Douglas Albert ""Doug"" Russell",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Men
Kathleen Russell (-Barlow),South Africa,RSA,Summer,1928,Amsterdam,Swimming,4x100m freestyle relay,Bronze,Women
Sylvia Eliina Ruuska,United States,USA,Summer,1956,Melbourne,Swimming,400m freestyle,Bronze,Women
Sylvia Eliina Ruuska,United States,USA,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Silver,Women
Sylvia Eliina Ruuska,United States,USA,Summer,1960,Roma,Swimming,4x100m freestyle relay,Gold,Women
Elizabeth Mary Ryan,United States,USA,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Bronze,Women
John Sydney Ryan,Australia,AUS,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Bronze,Men
Sarah Michelle Ryan,Australia,AUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Silver,Women
Sarah Michelle Ryan,Australia,AUS,Summer,2000,Sydney,Swimming,4x100m medley relay,Silver,Women
Sarah Michelle Ryan,Australia,AUS,Summer,2004,Athina,Swimming,4x100m freestyle relay,Gold,Women
Yevgeny Mikhaylovich Rylov,Russia,RUS,Summer,2016,Rio de Janeiro,Swimming,200m backstroke,Bronze,Men
Roy Allen Saari,United States,USA,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Gold,Men
Roy Allen Saari,United States,USA,Summer,1964,Tokyo,Swimming,400m individual medley,Silver,Men
Luca Andrea Sacchi,Italy,ITA,Summer,1992,Barcelona,Swimming,400m individual medley,Bronze,Men
Yevgeny Viktorovich Sadovy,Unified Team,EUN,Summer,1992,Barcelona,Swimming,200m freestyle,Gold,Men
Yevgeny Viktorovich Sadovy,Unified Team,EUN,Summer,1992,Barcelona,Swimming,400m freestyle,Gold,Men
Yevgeny Viktorovich Sadovy,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Gold,Men
"Richard Erwin ""Rich"" Saeger",United States,USA,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
Masato Sakai,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,200m butterfly,Silver,Men
Annette Elizabeth Salmeen,United States,USA,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Gold,Women
Vladimir Valeryevich Salnikov,Soviet Union,URS,Summer,1980,Moskva,Swimming,400m freestyle,Gold,Men
Vladimir Valeryevich Salnikov,Soviet Union,URS,Summer,1980,Moskva,Swimming,1500m freestyle,Gold,Men
Vladimir Valeryevich Salnikov,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Gold,Men
Vladimir Valeryevich Salnikov,Soviet Union,URS,Summer,1988,Seoul,Swimming,1500m freestyle,Gold,Men
Paul Curkeet Samson,United States,USA,Summer,1928,Amsterdam,Swimming,4x200m freestyle relay,Gold,Men
Aleksandr Vasilyevich Samsonov,Soviet Union,URS,Summer,1972,Munich,Swimming,4x200m freestyle relay,Bronze,Men
Kaitlin Shea Sandeno (-Hogan),United States,USA,Summer,2000,Sydney,Swimming,800m freestyle,Bronze,Women
Kaitlin Shea Sandeno (-Hogan),United States,USA,Summer,2004,Athina,Swimming,400m freestyle,Bronze,Women
Kaitlin Shea Sandeno (-Hogan),United States,USA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Gold,Women
Kaitlin Shea Sandeno (-Hogan),United States,USA,Summer,2004,Athina,Swimming,400m individual medley,Silver,Women
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",United States,USA,Summer,1992,Barcelona,Swimming,200m butterfly,Gold,Women
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",United States,USA,Summer,1992,Barcelona,Swimming,200m individual medley,Silver,Women
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",United States,USA,Summer,1992,Barcelona,Swimming,400m individual medley,Bronze,Women
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",United States,USA,Summer,1992,Barcelona,Swimming,4x100m medley relay,Gold,Women
Tokuhei Sata,Japan,JPN,Summer,1928,Amsterdam,Swimming,4x200m freestyle relay,Silver,Men
Hisayoshi Sato,Japan,JPN,Summer,2008,Beijing,Swimming,4x100m medley relay,Bronze,Men
Leslie Savage,Great Britain,GBR,Summer,1920,Antwerpen,Swimming,4x200m freestyle relay,Bronze,Men
Katerine Savard,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Women
Tatyana Andreyevna Savelyeva,Soviet Union,URS,Summer,1964,Tokyo,Swimming,4x100m medley relay,Bronze,Women
Otto Scheff (Sochaczewsky-),Austria,AUT,Summer,1906,Athina,Swimming,400m freestyle,Gold,Men
Otto Scheff (Sochaczewsky-),Austria,AUT,Summer,1906,Athina,Swimming,one mile freestyle,Bronze,Men
Otto Scheff (Sochaczewsky-),Austria,AUT,Summer,1908,London,Swimming,400m freestyle,Bronze,Men
"Fernando ""Xuxa"" de Queiroz Scherer",Brazil,BRA,Summer,1996,Atlanta,Swimming,50m freestyle,Bronze,Men
"Fernando ""Xuxa"" de Queiroz Scherer",Brazil,BRA,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Bronze,Men
Oskar Schiele,Germany,GER,Summer,1906,Athina,Swimming,4 x 250m freestyle relay,Silver,Men
Gerhard Schiller,West Germany,FRG,Summer,1972,Munich,Swimming,4x200m freestyle relay,Silver,Men
"Jessicah Lee ""Jess"" Schipper",Australia,AUS,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Women
"Jessicah Lee ""Jess"" Schipper",Australia,AUS,Summer,2008,Beijing,Swimming,100m butterfly,Bronze,Women
"Jessicah Lee ""Jess"" Schipper",Australia,AUS,Summer,2008,Beijing,Swimming,200m butterfly,Bronze,Women
"Jessicah Lee ""Jess"" Schipper",Australia,AUS,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Women
"Melanie Rene ""Mel"" Schlanger (-Wright)",Australia,AUS,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Bronze,Women
"Melanie Rene ""Mel"" Schlanger (-Wright)",Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Women
"Melanie Rene ""Mel"" Schlanger (-Wright)",Australia,AUS,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Women
"Melanie Rene ""Mel"" Schlanger (-Wright)",Australia,AUS,Summer,2012,London,Swimming,4x200m freestyle relay,Silver,Women
"Melanie Rene ""Mel"" Schlanger (-Wright)",Australia,AUS,Summer,2012,London,Swimming,4x100m medley relay,Silver,Women
Svenja Schlicht,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Silver,Women
Carmela Schmidt (-Ertel),East Germany,GDR,Summer,1980,Moskva,Swimming,200m freestyle,Bronze,Women
Carmela Schmidt (-Ertel),East Germany,GDR,Summer,1980,Moskva,Swimming,400m freestyle,Bronze,Women
Carmela Schmidt (-Ertel),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Gold,Women
"Frederick Weber ""Fred"" Schmidt",United States,USA,Summer,1964,Tokyo,Swimming,200m butterfly,Bronze,Men
"Frederick Weber ""Fred"" Schmidt",United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Men
Ingrid Schmidt (-Naue),Germany,GER,Summer,1960,Roma,Swimming,4x100m medley relay,Bronze,Women
Allison Rodgers Schmitt,United States,USA,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,200m freestyle,Gold,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,400m freestyle,Silver,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,4x200m freestyle relay,Gold,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Women
Allison Rodgers Schmitt,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Women
Allison Rodgers Schmitt,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Women
Ingeborg Schmitz,Germany,GER,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Silver,Women
Uta Schmuck (-Hoffmann),East Germany,GDR,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Women
Petra Schneider (-Kind),East Germany,GDR,Summer,1980,Moskva,Swimming,400m freestyle,Silver,Women
Petra Schneider (-Kind),East Germany,GDR,Summer,1980,Moskva,Swimming,400m individual medley,Gold,Women
Roland Mark Schoeman,South Africa,RSA,Summer,2004,Athina,Swimming,50m freestyle,Bronze,Men
Roland Mark Schoeman,South Africa,RSA,Summer,2004,Athina,Swimming,100m freestyle,Silver,Men
Roland Mark Schoeman,South Africa,RSA,Summer,2004,Athina,Swimming,4x100m freestyle relay,Gold,Men
Dana Lee Schoenfield,United States,USA,Summer,1972,Munich,Swimming,200m breaststroke,Silver,Women
Clarke Currie Scholes,United States,USA,Summer,1952,Helsinki,Swimming,100m freestyle,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,100m freestyle,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,400m freestyle,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,200m freestyle,Silver,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,4x200m freestyle relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Men
Anke Scholz,Germany,GER,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Silver,Women
Sybille Schnrock (-Ermisch),East Germany,GDR,Summer,1980,Moskva,Swimming,200m butterfly,Silver,Women
Joseph Isaac Schooling,Singapore,SGP,Summer,2016,Rio de Janeiro,Swimming,100m butterfly,Gold,Men
Alexander Schowtka,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Silver,Men
"Hildegard ""Hilde"" Schrader (-Lux)",Germany,GER,Summer,1928,Amsterdam,Swimming,200m breaststroke,Gold,Women
Hinkelien Schreuder,Netherlands,NED,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Gold,Women
Hinkelien Schreuder,Netherlands,NED,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Women
"Richard Alan ""Rich"" Schroeder",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Men
"Richard Alan ""Rich"" Schroeder",United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Gold,Men
Frances Cowells Schroth,United States,USA,Summer,1920,Antwerpen,Swimming,100m freestyle,Bronze,Women
Frances Cowells Schroth,United States,USA,Summer,1920,Antwerpen,Swimming,300m freestyle,Bronze,Women
Frances Cowells Schroth,United States,USA,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Gold,Women
Carolyn Jane Schuler,United States,USA,Summer,1960,Roma,Swimming,100m butterfly,Gold,Women
Carolyn Jane Schuler,United States,USA,Summer,1960,Roma,Swimming,4x100m medley relay,Gold,Women
Lary Alan Schulhof,United States,USA,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Gold,Men
Sabina Schulze (-Kessler),East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Women
Bradley Darrell Schumacher,United States,USA,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Gold,Men
Bradley Darrell Schumacher,United States,USA,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Gold,Men
Susanne Schuster (-Boerhoff),West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Bronze,Women
Albert L. Schwartz,United States,USA,Summer,1932,Los Angeles,Swimming,100m freestyle,Bronze,Men
Marquard J. Schwarz,Missouri Athletic Club,USA,Summer,1904,St. Louis,Swimming,4 x 50 yard freestyle relay,Bronze,Men
"William Douglas ""Tripp"" Schwenk, III",United States,USA,Summer,1996,Atlanta,Swimming,200m backstroke,Silver,Men
"William Douglas ""Tripp"" Schwenk, III",United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
Duncan William MacNaughton Scott,Great Britain,GBR,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Silver,Men
Duncan William MacNaughton Scott,Great Britain,GBR,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Silver,Men
Mary Jane Sears,United States,USA,Summer,1956,Melbourne,Swimming,100m butterfly,Bronze,Women
Emily Jane Seebohm,Australia,AUS,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Women
Emily Jane Seebohm,Australia,AUS,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Women
Emily Jane Seebohm,Australia,AUS,Summer,2012,London,Swimming,100m backstroke,Silver,Women
Emily Jane Seebohm,Australia,AUS,Summer,2012,London,Swimming,4x100m medley relay,Silver,Women
Emily Jane Seebohm,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Silver,Women
Elke Sehmisch,East Germany,GDR,Summer,1972,Munich,Swimming,4x100m freestyle relay,Silver,Women
Karin Seick,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Bronze,Women
Karin Seick,West Germany,FRG,Summer,1984,Los Angeles,Swimming,100m butterfly,Bronze,Women
Karin Seick,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Silver,Women
"Johanna Katarina ""Jopie"" Selbach (-Ko)",Netherlands,NED,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Gold,Women
Vladimir Vladimirovich Selkov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,200m backstroke,Silver,Men
Vladimir Vladimirovich Selkov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x100m medley relay,Silver,Men
Vladimir Vladimirovich Selkov,Russia,RUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Silver,Men
"Dina Willemina Jacoba ""Nida"" Senff (-Scheffer, -Couturier)",Netherlands,NED,Summer,1936,Berlin,Swimming,100m backstroke,Gold,Women
Andriy Viktorovych Serdinov,Ukraine,UKR,Summer,2004,Athina,Swimming,100m butterfly,Bronze,Men
Yevgeny Alekseyevich Seredin,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Silver,Men
Daiya Seto,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,400m individual medley,Bronze,Men
