Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
Hiroshi Suzuki,Japan,JPN,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Silver,Men
Satomi Suzuki,Japan,JPN,Summer,2012,London,Swimming,100M Breaststroke,Bronze,Women
Satomi Suzuki,Japan,JPN,Summer,2012,London,Swimming,200M Breaststroke,Silver,Women
Satomi Suzuki,Japan,JPN,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Women
Malin Erika Helena Svahnstrm (-Borensj),Sweden,SWE,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Bronze,Women
Elvi Johanne Svendsen (-Carlsen),Denmark,DEN,Summer,1948,London,Swimming,4X100M Freestyle Relay,Silver,Women
Jane Ellen Swagerty (-Hill),United States,USA,Summer,1968,Mexico City,Swimming,100M Backstroke,Bronze,Women
Jane Ellen Swagerty (-Hill),United States,USA,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Gold,Women
Oleksandr Oleksandrovych Sydorenko,Soviet Union,URS,Summer,1980,Moskva,Swimming,400M Individual Medley,Gold,Men
Denys Olehovych Sylantiev,Ukraine,UKR,Summer,2000,Sydney,Swimming,200M Butterfly,Silver,Men
Lszl Szabados,Hungary,HUN,Summer,1932,Los Angeles,Swimming,4X200M Freestyle Relay,Bronze,Men
Jzsef Szab,Hungary,HUN,Summer,1988,Seoul,Swimming,200M Breaststroke,Gold,Men
Tnde Szab,Hungary,HUN,Summer,1992,Barcelona,Swimming,100M Backstroke,Silver,Women
Elemr Szathmry,Hungary,HUN,Summer,1948,London,Swimming,4X200M Freestyle Relay,Silver,Men
Andrs Szkely,Hungary,HUN,Summer,1932,Los Angeles,Swimming,4X200M Freestyle Relay,Bronze,Men
Va Szkely (-Gyarmati),Hungary,HUN,Summer,1952,Helsinki,Swimming,200M Breaststroke,Gold,Women
Va Szkely (-Gyarmati),Hungary,HUN,Summer,1956,Melbourne,Swimming,200M Breaststroke,Silver,Women
Andreas Szigat,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Bronze,Men
"Katalin Szke (Homonnai-, -Markovits, -Domjan)",Hungary,HUN,Summer,1952,Helsinki,Swimming,100M Freestyle,Gold,Women
"Katalin Szke (Homonnai-, -Markovits, -Domjan)",Hungary,HUN,Summer,1952,Helsinki,Swimming,4X100M Freestyle Relay,Gold,Women
Rafa Marek Szukaa,Poland,POL,Summer,1992,Barcelona,Swimming,100M Butterfly,Silver,Men
Masaharu Taguchi,Japan,JPN,Summer,1936,Berlin,Swimming,4X200M Freestyle Relay,Gold,Men
Nobutaka Taguchi,Japan,JPN,Summer,1972,Munich,Swimming,100M Breaststroke,Gold,Men
Nobutaka Taguchi,Japan,JPN,Summer,1972,Munich,Swimming,200M Breaststroke,Bronze,Men
Yasuko Tajima,Japan,JPN,Summer,2000,Sydney,Swimming,400M Individual Medley,Silver,Women
Katsuo Takaishi,Japan,JPN,Summer,1928,Amsterdam,Swimming,100M Freestyle,Bronze,Men
Katsuo Takaishi,Japan,JPN,Summer,1928,Amsterdam,Swimming,4X200M Freestyle Relay,Silver,Men
Tan Miao,China,CHN,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Silver,Women
"Richard Tsugio ""Sonny"" Tanabe, Jr.",United States,USA,Summer,1956,Melbourne,Swimming,4X200M Freestyle Relay,Silver,Men
Masami Tanaka,Japan,JPN,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Bronze,Women
Satoko Tanaka (-Uji),Japan,JPN,Summer,1960,Roma,Swimming,100M Backstroke,Bronze,Women
Tang Jingzhi,China,CHN,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Silver,Women
Tang Yi,China,CHN,Summer,2012,London,Swimming,100M Freestyle,Bronze,Women
Teijiro Tanikawa,Japan,JPN,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Silver,Men
Elaine Tanner (-Watt),Canada,CAN,Summer,1968,Mexico City,Swimming,4X100M Freestyle Relay,Bronze,Women
Elaine Tanner (-Watt),Canada,CAN,Summer,1968,Mexico City,Swimming,100M Backstroke,Silver,Women
Elaine Tanner (-Watt),Canada,CAN,Summer,1968,Mexico City,Swimming,200M Backstroke,Silver,Women
"Iris Vera Tanner (-Murrell, -Curran)",Great Britain,GBR,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Silver,Women
"Iris Vera Tanner (-Murrell, -Curran)",Great Britain,GBR,Summer,1928,Amsterdam,Swimming,4X100M Freestyle Relay,Silver,Women
Sheila Christine Taormina,United States,USA,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Gold,Women
Ashley Tara Tappin (-Doussan),United States,USA,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Gold,Women
Ashley Tara Tappin (-Doussan),United States,USA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Gold,Women
Ashley Tara Tappin (-Doussan),United States,USA,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Gold,Women
"Matthew Stephen C. ""Matt"" Targett",Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Bronze,Men
"Matthew Stephen C. ""Matt"" Targett",Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Men
"Matthew Stephen C. ""Matt"" Targett",Australia,AUS,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Men
Jean Charles Mile Taris,France,FRA,Summer,1932,Los Angeles,Swimming,400M Freestyle,Silver,Men
Ren Pierre Charles Tartara,Pupilles De Neptune De Lille,FRA,Summer,1900,Paris,Swimming,200M Team,Bronze,Men
Davis Edward Tarwater,United States,USA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Gold,Men
Ryo Tateishi,Japan,JPN,Summer,2012,London,Swimming,200M Breaststroke,Bronze,Men
Ulrike Tauber (-Lebek),East Germany,GDR,Summer,1976,Montreal,Swimming,200M Butterfly,Silver,Women
Ulrike Tauber (-Lebek),East Germany,GDR,Summer,1976,Montreal,Swimming,400M Individual Medley,Gold,Women
Veniamin Igorevich Tayanovich,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Silver,Men
Veniamin Igorevich Tayanovich,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4X200M Freestyle Relay,Gold,Men
Henry Taylor,Great Britain,GBR,Summer,1906,Athina,Swimming,400M Freestyle,Silver,Men
Henry Taylor,Great Britain,GBR,Summer,1906,Athina,Swimming,One Mile Freestyle,Gold,Men
Henry Taylor,Great Britain,GBR,Summer,1906,Athina,Swimming,4 X 250M Freestyle Relay,Bronze,Men
Henry Taylor,Great Britain,GBR,Summer,1908,London,Swimming,400M Freestyle,Gold,Men
Henry Taylor,Great Britain,GBR,Summer,1908,London,Swimming,1500M Freestyle,Gold,Men
Henry Taylor,Great Britain,GBR,Summer,1908,London,Swimming,4X200M Freestyle Relay,Gold,Men
Henry Taylor,Great Britain,GBR,Summer,1912,Stockholm,Swimming,4X200M Freestyle Relay,Bronze,Men
Henry Taylor,Great Britain,GBR,Summer,1920,Antwerpen,Swimming,4X200M Freestyle Relay,Bronze,Men
Jack George Neil Taylor,United States,USA,Summer,1952,Helsinki,Swimming,100M Backstroke,Bronze,Men
Mark Taylor,Great Britain,GBR,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Bronze,Men
Judit Temes (-Tuider),Hungary,HUN,Summer,1952,Helsinki,Swimming,100M Freestyle,Bronze,Women
Judit Temes (-Tuider),Hungary,HUN,Summer,1952,Helsinki,Swimming,4X100M Freestyle Relay,Gold,Women
Eva-Maria Ten Elsen (-Hartmann),Germany,GER,Summer,1956,Melbourne,Swimming,200M Breaststroke,Bronze,Women
Noboru Terada,Japan,JPN,Summer,1936,Berlin,Swimming,1500M Freestyle,Gold,Men
Aya Terakawa,Japan,JPN,Summer,2012,London,Swimming,100M Backstroke,Bronze,Women
Aya Terakawa,Japan,JPN,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Women
"Johanna Maria ""Hannie"" Termeulen",Netherlands,NED,Summer,1948,London,Swimming,4X100M Freestyle Relay,Bronze,Women
"Johanna Maria ""Hannie"" Termeulen",Netherlands,NED,Summer,1952,Helsinki,Swimming,100M Freestyle,Silver,Women
"Johanna Maria ""Hannie"" Termeulen",Netherlands,NED,Summer,1952,Helsinki,Swimming,4X100M Freestyle Relay,Silver,Women
Erica Georgine Terpstra,Netherlands,NED,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Bronze,Women
Erica Georgine Terpstra,Netherlands,NED,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Silver,Women
Cristina Teuscher,United States,USA,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Gold,Women
Cristina Teuscher,United States,USA,Summer,2000,Sydney,Swimming,200M Individual Medley,Bronze,Women
"Marcus ""Mark"" Tewksbury",Canada,CAN,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Silver,Men
"Marcus ""Mark"" Tewksbury",Canada,CAN,Summer,1992,Barcelona,Swimming,100M Backstroke,Gold,Men
"Marcus ""Mark"" Tewksbury",Canada,CAN,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Bronze,Men
David Egmont Theile,Australia,AUS,Summer,1956,Melbourne,Swimming,100M Backstroke,Gold,Men
David Egmont Theile,Australia,AUS,Summer,1960,Roma,Swimming,100M Backstroke,Gold,Men
David Egmont Theile,Australia,AUS,Summer,1960,Roma,Swimming,4X100M Medley Relay,Silver,Men
Stev Theloke,Germany,GER,Summer,2000,Sydney,Swimming,100M Backstroke,Bronze,Men
Stev Theloke,Germany,GER,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Bronze,Men
"Nicholas Brewer ""Nick"" Thoman",United States,USA,Summer,2012,London,Swimming,100M Backstroke,Silver,Men
"Nicholas Brewer ""Nick"" Thoman",United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Men
Joel Ladd Thomas,United States,USA,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Gold,Men
Petria Ann Thomas (-Jones),Australia,AUS,Summer,1996,Atlanta,Swimming,200M Butterfly,Silver,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Silver,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2000,Sydney,Swimming,200M Butterfly,Bronze,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Silver,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Gold,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,100M Butterfly,Gold,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,200M Butterfly,Silver,Women
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,4X100M Medley Relay,Gold,Women
"Christophe Lee ""Chris"" Thompson",United States,USA,Summer,2000,Sydney,Swimming,1500M Freestyle,Bronze,Men
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1992,Barcelona,Swimming,100M Freestyle,Silver,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,100M Freestyle,Bronze,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Gold,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Silver,Women
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2004,Athina,Swimming,4X100M Medley Relay,Silver,Women
"James Alexander ""Jimmy"" Thompson",Canada,CAN,Summer,1928,Amsterdam,Swimming,4X200M Freestyle Relay,Bronze,Men
Kirsten Thomson,Australia,AUS,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Silver,Women
Robyn Jean Thorn (-Risson-Nock),Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Silver,Women
"Raymond Comstock ""Ray"" Thorne",Chicago Athletic Association,USA,Summer,1904,St. Louis,Swimming,4 X 50M Yard Freestyle Relay,Silver,Men
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,200M Freestyle,Silver,Men
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,400M Freestyle,Gold,Men
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Gold,Men
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Gold,Men
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Silver,Men
Ian James Thorpe,Australia,AUS,Summer,2004,Athina,Swimming,100M Freestyle,Bronze,Men
Ian James Thorpe,Australia,AUS,Summer,2004,Athina,Swimming,200M Freestyle,Gold,Men
Ian James Thorpe,Australia,AUS,Summer,2004,Athina,Swimming,400M Freestyle,Gold,Men
Ian James Thorpe,Australia,AUS,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Silver,Men
"Petra Thmer (-Deckert, -Katzur)",East Germany,GDR,Summer,1976,Montreal,Swimming,400M Freestyle,Gold,Women
"Petra Thmer (-Deckert, -Katzur)",East Germany,GDR,Summer,1976,Montreal,Swimming,800M Freestyle,Gold,Women
Pieter Timmers,Belgium,BEL,Summer,2016,Rio De Janeiro,Swimming,100M Freestyle,Silver,Men
Volodymyr Valentynovych Tkachenko,Soviet Union,URS,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Silver,Men
Kazuo Tomita,Japan,JPN,Summer,1960,Roma,Swimming,4X100M Medley Relay,Bronze,Men
"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",Australia,AUS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Gold,Men
Peter James Tonkin,Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Bronze,Men
Hjrdis Viktoria Tpel,Sweden,SWE,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Bronze,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Gold,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Bronze,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Silver,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Gold,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2000,Sydney,Swimming,50M Freestyle,Bronze,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2000,Sydney,Swimming,100M Freestyle,Bronze,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Gold,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2000,Sydney,Swimming,100M Butterfly,Bronze,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Gold,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2008,Beijing,Swimming,50M Freestyle,Silver,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Silver,Women
"Dara Grace Torres (-Hoffman, -Minas)",United States,USA,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Women
Darian Roy Townsend,South Africa,RSA,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Gold,Men
"Robert Edward ""Ed"" Townsend, Jr.",United States,USA,Summer,1964,Tokyo,Swimming,4X200M Freestyle Relay,Gold,Men
Hisakichi Toyoda (-Minejima),Japan,JPN,Summer,1932,Los Angeles,Swimming,4X200M Freestyle Relay,Gold,Men
Birgit Treiber (-Beinroth),East Germany,GDR,Summer,1976,Montreal,Swimming,100M Backstroke,Silver,Women
Birgit Treiber (-Beinroth),East Germany,GDR,Summer,1976,Montreal,Swimming,200M Backstroke,Silver,Women
Birgit Treiber (-Beinroth),East Germany,GDR,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Gold,Women
Birgit Treiber (-Beinroth),East Germany,GDR,Summer,1980,Moskva,Swimming,200M Backstroke,Bronze,Women
Christian-Alexander Trger,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Bronze,Men
Christian-Alexander Trger,Germany,GER,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Bronze,Men
Christian-Alexander Trger,Germany,GER,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Bronze,Men
Nils Orvar Trolle,Sweden,SWE,Summer,1924,Paris,Swimming,4X200M Freestyle Relay,Bronze,Men
"Michael Francis ""Mike"" Troy",United States,USA,Summer,1960,Roma,Swimming,4X200M Freestyle Relay,Gold,Men
"Michael Francis ""Mike"" Troy",United States,USA,Summer,1960,Roma,Swimming,200M Butterfly,Gold,Men
Yoshiyuki Tsuruta,Japan,JPN,Summer,1928,Amsterdam,Swimming,200M Breaststroke,Gold,Men
Yoshiyuki Tsuruta,Japan,JPN,Summer,1932,Los Angeles,Swimming,200M Breaststroke,Gold,Men
Scott Eric Tucker,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Men
Scott Eric Tucker,United States,USA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Silver,Men
Gyrgy Tumpek,Hungary,HUN,Summer,1956,Melbourne,Swimming,200M Butterfly,Bronze,Men
Jan Turner (-Becker),Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Silver,Women
"William Jeremiah ""Bill"" Tuttle",Chicago Athletic Association,USA,Summer,1904,St. Louis,Swimming,4 X 50M Yard Freestyle Relay,Silver,Men
"Frederick Daniel ""Fred"" Tyler",United States,USA,Summer,1972,Munich,Swimming,4X200M Freestyle Relay,Gold,Men
Haruka Ueda,Japan,JPN,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Women
Lutz Unger,East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Bronze,Men
Lutz Unger,East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Medley Relay,Silver,Men
Wiltrud Urselmann (-Haverkamp),Germany,GER,Summer,1960,Roma,Swimming,200M Breaststroke,Silver,Women
Konstantin Vyacheslavovich Ushkov,Russia,RUS,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Silver,Men
Nataliya Andreyevna Ustinova,Soviet Union,URS,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Bronze,Women
Bettina Ustrowski,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Silver,Women
Shunpei Uto,Japan,JPN,Summer,1936,Berlin,Swimming,400M Freestyle,Silver,Men
Shunpei Uto,Japan,JPN,Summer,1936,Berlin,Swimming,1500M Freestyle,Bronze,Men
Melanie M. Valerio,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Women
"Georges-Urbain Vallerey, Jr.",France,FRA,Summer,1948,London,Swimming,100M Backstroke,Bronze,Men
Franziska Van Almsick,Germany,GER,Summer,1992,Barcelona,Swimming,100M Freestyle,Bronze,Women
Franziska Van Almsick,Germany,GER,Summer,1992,Barcelona,Swimming,200M Freestyle,Silver,Women
Franziska Van Almsick,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Bronze,Women
Franziska Van Almsick,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Silver,Women
Franziska Van Almsick,Germany,GER,Summer,1996,Atlanta,Swimming,200M Freestyle,Silver,Women
Franziska Van Almsick,Germany,GER,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Bronze,Women
Franziska Van Almsick,Germany,GER,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Silver,Women
Franziska Van Almsick,Germany,GER,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Bronze,Women
Franziska Van Almsick,Germany,GER,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Bronze,Women
Franziska Van Almsick,Germany,GER,Summer,2004,Athina,Swimming,4X100M Medley Relay,Bronze,Women
"Cornelia ""Conny"" Van Bentum",Netherlands,NED,Summer,1980,Moskva,Swimming,4X100M Freestyle Relay,Bronze,Women
"Cornelia ""Conny"" Van Bentum",Netherlands,NED,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Silver,Women
"Cornelia ""Conny"" Van Bentum",Netherlands,NED,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Silver,Women
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2000,Sydney,Swimming,50M Freestyle,Bronze,Men
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2000,Sydney,Swimming,100M Freestyle,Gold,Men
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2000,Sydney,Swimming,200M Freestyle,Gold,Men
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Bronze,Men
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2004,Athina,Swimming,100M Freestyle,Gold,Men
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2004,Athina,Swimming,200M Freestyle,Silver,Men
Pieter Cornelis Martijn Van Den Hoogenband,Netherlands,NED,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Silver,Men
Cameron Van Der Burgh,South Africa,RSA,Summer,2012,London,Swimming,100M Breaststroke,Gold,Men
Cameron Van Der Burgh,South Africa,RSA,Summer,2016,Rio De Janeiro,Swimming,100M Breaststroke,Silver,Men
"Frederika Jacoba ""Freddie"" Van Der Goes",South Africa,RSA,Summer,1928,Amsterdam,Swimming,4X100M Freestyle Relay,Bronze,Women
"Adriana ""Diane"" Van Der Plaats",Netherlands,NED,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Silver,Women
Maarten Van Der Weijden,Netherlands,NED,Summer,2008,Beijing,Swimming,10Km Open Water,Gold,Men
"Paulina Jacoba ""Pauline"" Van Der Wildt",Netherlands,NED,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Bronze,Women
Mark Richard Van Der Zijden,Netherlands,NED,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Bronze,Men
Amy Deloris Van Dyken (-Rouen),United States,USA,Summer,1996,Atlanta,Swimming,50M Freestyle,Gold,Women
Amy Deloris Van Dyken (-Rouen),United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Women
